Index,DTB3Close
1997/10,0.004218
1997/11,0.00392
1997/12,0.004767
1998/01,0.004287
1998/02,0.003907
1998/03,0.003946
1998/04,0.004303
1998/05,0.004036
1998/06,0.004089
1998/07,0.004002
1998/08,0.004306
1998/09,0.004577
1998/10,0.003242
1998/11,0.003064
1998/12,0.003751
1999/01,0.003539
1999/02,0.003549
1999/03,0.004259
1999/04,0.003711
1999/05,0.003402
1999/06,0.003954
1999/07,0.003806
1999/08,0.003885
1999/09,0.003871
1999/10,0.003887
1999/11,0.003622
1999/12,0.004377
2000/01,0.004127
2000/02,0.004314
2000/03,0.00468
2000/04,0.004595
2000/05,0.00504
2000/06,0.003984
2000/07,0.0048
2000/08,0.005046
2000/09,0.005083
2000/10,0.005613
2000/11,0.005073
2000/12,0.005044
2001/01,0.005384
2001/02,0.003753
2001/03,0.004162
2001/04,0.003934
2001/05,0.003231
2001/06,0.00281
2001/07,0.003022
2001/08,0.003088
2001/09,0.002774
2001/10,0.002243
2001/11,0.001744
2001/12,0.001464
2002/01,0.001401
2002/02,0.001293
2002/03,0.001338
2002/04,0.001536
2002/05,0.001448
2002/06,0.001295
2002/07,0.001547
2002/08,0.001388
2002/09,0.001438
2002/10,0.001358
2002/11,0.001172
2002/12,0.00113
2003/01,0.000972
2003/02,0.000869
2003/03,0.001008
2003/04,0.000978
2003/05,0.000893
2003/06,0.000983
2003/07,0.000676
2003/08,0.000695
2003/09,0.00085
2003/10,0.000705
2003/11,0.000718
2003/12,0.000819
2004/01,0.000695
2004/02,0.000623
2004/03,0.000865
2004/04,0.000798
2004/05,0.00061
2004/06,0.000837
2004/07,0.000967
2004/08,0.001102
2004/09,0.001147
2004/10,0.001126
2004/11,0.001543
2004/12,0.001649
2005/01,0.00164
2005/02,0.001645
2005/03,0.002119
2005/04,0.002057
2005/05,0.00239
2005/06,0.002268
2005/07,0.002375
2005/08,0.003017
2005/09,0.002855
2005/10,0.002732
2005/11,0.00314
2005/12,0.003161
2006/01,0.003389722
2006/02,0.003344238
2006/03,0.00355322
2006/04,0.003806205
2006/05,0.003929206
2006/06,0.0036373
2006/07,0.00399444
2006/08,0.00410014
2006/09,0.003783028
2006/10,0.003941978
2006/11,0.004076202
2006/12,0.00385841
2007/01,0.004055373
2007/02,0.003821422
2007/03,0.004006436
2007/04,0.004188556
2007/05,0.003932513
2007/06,0.003522134
2007/07,0.003860424
2007/08,0.004003704
2007/09,0.00338422
2007/10,0.002949517
2007/11,0.003049881
2007/12,0.002830867
2008/01,0.002338899
2008/02,0.00120171
2008/03,0.001836936
2008/04,0.001047119
2008/05,0.000907272
2008/06,0.00166098
2008/07,0.001447788
2008/08,0.001126393
2008/09,0.0013886
2008/10,0.000822689
2008/11,0.000232075
2008/12,3.46E-05
2009/01,1.57E-05
2009/02,0.000168506
2009/03,0.000154019
2009/04,0.000140795
2009/05,3.02E-05
2009/06,9.18E-05
2009/07,0.000140758
2009/08,0.000120005
2009/09,0.000100515
2009/10,4.65E-05
2009/11,9.42E-06
2009/12,6.66E-05
2010/01,2.95E-05
2010/02,1.00E-05
2010/03,6.85E-05
2010/04,0.000120579
2010/05,0.000126216
2010/06,0.000113015
2010/07,0.000131835
2010/08,0.000129935
2010/09,0.000128663
2010/10,0.000105427
2010/11,0.000105416
2010/12,0.000144932
2011/01,6.65E-05
2011/02,0.000121065
2011/03,7.53E-05
2011/04,4.14E-05
2011/05,2.13E-05
2011/06,3.64E-05
2011/07,7.53E-06
2011/08,7.71E-05
2011/09,1.19E-05
2011/10,1.32E-05
2011/11,8.15E-06
2011/12,1.94E-05
2012/01,3.14E-06
2012/02,2.82E-05
2012/03,6.27E-05
2012/04,3.20E-05
2012/05,6.65E-05
2012/06,2.26E-05
2012/07,3.95E-05
2012/08,5.64E-05
2012/09,7.40E-05
2012/10,4.76E-05
2012/11,7.02E-05
2012/12,3.07E-05
